Type,Amount,OriginAccNumber,OriginOldBalance,OriginNewBalance,DestAccNumber,TransactionDate,TransactionId,OrigCountry,OriginInternalUserId
PAYMENT,6259.18,C1650955365,156636.0,150376.82,M1544067887,2021-08-25,TRF-glwMopijUguM,MY,C-56fd272e-af41-4f10-9700-a50f4857e6fa
PAYMENT,7003.44,C71802912,5777.0,0.0,M347791431,2021-03-28,TRF-xcSDCSBBOkOS,SG,C-bba47519-8b9f-403a-90ff-bc8407d1c1d2
PAYMENT,6872.19,C1372422140,32561.0,25688.81,M1720746883,2015-08-14,TRF-bswUXgeRpzXV,ID,C-03eda22b-e286-4fca-ab2b-5a10f1b5dc78
PAYMENT,911.27,C1060519157,25688.81,24777.54,M45880026,2018-06-10,TRF-pTEzpwlZkdyr,MY,C-127550ab-3733-49ba-97e8-21939e8ffba2
PAYMENT,7694.63,C1890266440,24777.54,17082.91,M1397530667,2017-06-10,TRF-CxiwsBzMyAtN,MY,C-2a100b3f-596d-4375-9615-8600f81c17f0
PAYMENT,11353.99,C1694784135,55825.0,44471.01,M1265287441,2019-12-01,TRF-BGzYZiWWiVhu,SG,C-55d84fba-6a2d-4b32-a0d1-72e412baf0a3
PAYMENT,6683.73,C214649627,484579.0,477895.27,M1495257933,2022-02-19,TRF-LpNbbuihYkPp,ID,C-45a45260-a5fd-4622-8082-81cfe262a085
PAYMENT,4261.17,C1692073709,4558.0,296.83,M2090563811,2017-10-12,TRF-WJuNGPhOVSKM,MY,C-f65ebf52-993c-42c3-8f4f-d1b75610434b
PAYMENT,6146.81,C464649704,123877.0,117730.19,M399149970,2018-12-21,TRF-yXXQQobOhLpr,MY,C-b91484c3-d095-4161-ae27-cc4b478d1c3a
DEBIT,4479.63,C1210939243,154215.6,149735.97,C339924917,2015-06-03,TRF-ZFYIukYxndeB,SG,C-904f253f-c998-46c6-ab39-2c9ef8823e10
CASH_OUT,144659.77,C1972143064,149735.97,149735.97,C757108857,2015-12-07,TRF-EwCgMHpXsfSl,ID,C-1f88ae09-5b18-49a8-96ae-098f18ab6b21
CASH_OUT,53094.17,C2036775591,149735.97,96641.81,C1068824137,2021-10-03,TRF-BaPMAIbJIvDd,MY,C-8908f636-e585-47f8-bf57-3b841dccfed7
CASH_OUT,43721.1,C1288108586,96641.81,52920.71,C1529115495,2019-03-14,TRF-WlSTqlmMycek,MY,C-2a100b3f-596d-4375-9615-8600f81c17f0
CASH_OUT,119537.32,C2032909428,52920.71,0.0,C1826334428,2021-11-22,TRF-mWSFCcwZscQA,SG,C-d2268c32-6b3e-4619-b78f-ed5b9cac59ee
CASH_OUT,33349.84,C280615803,0.0,0.0,C721748895,2017-09-15,TRF-DuOAtxZMdnOM,MY,C-e54d6d68-bc8a-425b-8f44-4d4231a0785b
CASH_OUT,335979.26,C96039159,0.0,0.0,C1883840933,2017-08-18,TRF-wFubiJXajoEe,MY,C-86639511-d20d-4fc8-a108-0a4eb6e4cf42
CASH_OUT,183842.53,C908722588,0.0,0.0,C557041912,2022-10-18,TRF-FHPKKSfANqik,MY,C-2277bfcd-2817-47ed-9a67-e61542c9cdc2
CASH_OUT,286737.98,C662925691,0.0,0.0,C97730845,2017-03-11,TRF-ZRRZSCmeQsGH,MY,C-304d883b-1fa1-454c-87c3-853a06e08d6c
CASH_OUT,472609.82,C1690050988,0.0,0.0,C1740000325,2020-05-30,TRF-rdeXwckeHnww,MY,C-391bdfd7-7b95-41c4-a13c-277a2b53e464
CASH_OUT,271982.1,C464872674,0.0,0.0,C1076835071,2018-02-01,TRF-KnVzCBttGXTM,MY,C-551d4df7-1807-460e-a90d-40fddee75472
CASH_OUT,154611.64,C2059592603,0.0,0.0,C728885526,2020-05-23,TRF-cDKfFRQumpSW,MY,C-865d6758-da36-4490-bc74-c957a775beff
CASH_OUT,125275.0,C1807176280,0.0,0.0,C401424608,2018-04-11,TRF-PcgrpBmSNOeb,MY,C-9b5c9085-bc98-4ed2-bf43-42a235e66641
CASH_OUT,443200.31,C1639765351,0.0,0.0,C306206744,2020-08-15,TRF-HYZrXWKbRiaV,ID,C-a669b531-a905-4163-b4a2-6b89a6b54ba4
CASH_OUT,256481.43,C1445424568,0.0,0.0,C728885526,2019-11-04,TRF-dSKtCZzBkbyB,MY,C-893cc95b-a8ef-4c13-bd0a-987bd6c7c0ff
CASH_OUT,236277.01,C1172535934,0.0,0.0,C453211571,2019-12-13,TRF-NSAVgwLDAnGo,MY,C-f2237f02-ba33-4fca-b07b-49f9912a9d8e
PAYMENT,7071.77,C154988899,159939.0,152867.23,M1052399527,2016-02-07,TRF-lmWhgfRSPGHV,MY,C-2f32e212-351c-47b0-9d65-6584dc0899cd
PAYMENT,6511.48,C1016856028,3216707.72,3210196.24,M51376124,2016-04-06,TRF-glUSnghDfXPF,ID,C-f669bb11-4ee8-4040-be69-904a7487aa72
PAYMENT,8592.89,C997695567,3210196.24,3201603.35,M197855654,2019-07-19,TRF-BGyuXCeAgNSa,SG,C-37d71ae5-9d4d-40a5-8056-dcbab7dbd828
DEBIT,2356.99,C1640612861,34681.0,32324.01,C1234776885,2017-02-09,TRF-UHXjQsIQIHKn,MY,C-43278370-9e27-4b6f-b855-111fb83b4a52
CASH_OUT,287126.39,C26357357,1861352.98,1574226.59,C793315160,2015-12-18,TRF-aPCkbZkNVOuT,MY,C-15489474-6586-4c37-bb1a-dfeca4224044
PAYMENT,7363.65,C1574615832,1574226.59,1566862.94,M928734079,2015-07-02,TRF-eIvWFASVmvgk,MY,C-1c5ff341-0b66-46d8-aba5-6b2605af82cf
PAYMENT,4613.1,C1780293706,1566862.94,1562249.83,M684429600,2015-08-11,TRF-OJVtBPEmvKsd,MY,C-aef0b883-726f-4cdd-bfe9-e495e007afcf
PAYMENT,3787.43,C2054451662,1562249.83,1558462.41,M1450712470,2018-01-02,TRF-aPmcfqQATyii,ID,C-ba8b2295-d6ac-4fb4-bc10-b956027ad230
PAYMENT,10543.05,C1917082298,9211.0,0.0,M633727380,2015-09-11,TRF-jGEmXVpcQBGu,ID,C-d875ea35-117e-4dc4-a168-bd90c8994877
PAYMENT,10719.85,C1785111044,15175.1,4455.25,M562685863,2022-12-25,TRF-MowHLRsHxCva,SG,C-3c571156-1241-4949-8736-048ccd5b0834
PAYMENT,3857.29,C1210939243,4455.25,597.96,M1664165134,2016-05-03,TRF-rrkiNxeqGcsq,SG,C-dd5c36b4-4876-4249-b476-7dbc50b5cc09
PAYMENT,7028.85,C89509666,597.96,0.0,M1682619279,2016-06-20,TRF-ybomOGHeBrbx,MY,C-7abfd4dc-93ab-4102-a183-7f5e54a3ebc5
PAYMENT,2402.16,C1959451969,3071.0,668.84,M1882348832,2022-01-25,TRF-ilMJBCfDqjku,SG,C-c83eb535-c4eb-47ef-838c-230c87862f86
PAYMENT,3375.94,C1938025186,216077.0,212701.06,M1300528434,2019-04-15,TRF-EAkzMTWsgIaq,MY,C-7db031db-0cff-429e-801a-403538031436
PAYMENT,8999.94,C532677950,579.0,0.0,M1031775150,2020-08-11,TRF-VLPCQUeHOVoL,SG,C-7a893848-404f-43ac-8ed9-bcdb68c51449
PAYMENT,2562.66,C598357562,41800.0,39237.34,M906347731,2020-03-01,TRF-VzIEiYqHDCgU,MY,C-9b5c9085-bc98-4ed2-bf43-42a235e66641
PAYMENT,8480.48,C501608687,19817.0,11336.52,M410958248,2016-05-05,TRF-nkvTufoHhzBT,MY,C-4def1100-a87b-42dd-bb0f-acb43f013374
PAYMENT,9471.15,C833240229,787.0,0.0,M1792088662,2022-06-26,TRF-iqhzIhoamAyM,ID,C-7ca55fe4-6eb2-4912-8b00-a8424c2bcec6
PAYMENT,2569.57,C579447973,90233.0,87663.43,M1073051173,2017-05-02,TRF-rmhikaEJAysL,MY,C-68cc7037-6599-405a-830e-f741aa410710
PAYMENT,4470.38,C2143739483,1856.19,0.0,M2088969892,2021-06-28,TRF-NYWUNmtiQRbf,SG,C-f2237f02-ba33-4fca-b07b-49f9912a9d8e
PAYMENT,1068.22,C837246227,0.0,0.0,M1665308978,2017-05-09,TRF-CsSVEcKYATyW,ID,C-e28f4058-ad80-4c91-8fc7-949617ec87b1
DEBIT,1128.69,C1060519157,51011.32,49882.62,C1234776885,2015-05-25,TRF-uYyxnnHErDTt,MY,C-99c0947b-675c-4e58-8196-b05931b83889
PAYMENT,3488.78,C1694784135,49882.62,46393.85,M1862347028,2018-06-16,TRF-yqbphlGAErMW,MY,C-2a8e29d7-92b8-4692-b0e8-3acf4008d6ef
PAYMENT,6086.87,C1042891691,5904.0,0.0,M13643661,2016-11-11,TRF-SqVEghaQERqo,SG,C-1cf8860b-ef08-4d73-a68f-51247b8df854
PAYMENT,688.53,C1539947037,244496.0,243807.47,M102052782,2021-09-26,TRF-RkICEIIUcSnH,MY,C-5835056d-f1e0-4c21-aea6-683aebe39b74
PAYMENT,2778.17,C472991420,2964.0,185.83,M1913017282,2021-03-11,TRF-XNZPrBEryLuk,ID,C-147e5ae9-ddad-4e77-990f-892d5d0bddf0
PAYMENT,5078.54,C588449070,185.83,0.0,M1792381498,2022-01-20,TRF-ScxOqaPmOQNN,ID,C-a07ee498-0e4b-4ef0-8be7-b6c584b6e2cf
PAYMENT,5610.36,C263053820,142.0,0.0,M70978270,2015-07-26,TRF-CrJrTdsEWQdT,MY,C-d8117146-3837-4edd-82fe-ab15fd040ab7
PAYMENT,5202.26,C1043639521,13294.25,8091.99,M353891891,2019-04-01,TRF-KNyvKZwSBzEh,MY,C-4e9a4ce7-8d40-41ca-8c86-645a0328687c
PAYMENT,5785.77,C1974622245,8091.99,2306.23,M332498651,2019-07-19,TRF-yPzaexpcmZKd,SG,C-2991bdbc-0df6-46b1-a637-d7d860bbd9a1
PAYMENT,7299.46,C15477956,2306.23,0.0,M1164289802,2015-06-27,TRF-qJzstIkVelIS,MY,C-149a4c2a-7522-4967-8139-1675a769e2cd
CASH_IN,47440.86,C547923534,201780.95,249221.81,C200224114,2020-02-19,TRF-MXlKcwhnGPKc,MY,C-ff337b6b-a083-4d63-9346-eedb3fceccf5
PAYMENT,7538.0,C1839206329,249221.81,241683.81,M824900551,2016-09-29,TRF-LKxQwxgbndkO,SG,C-5746d9b7-222b-473a-b0d2-9c11a86afae1
PAYMENT,4372.05,C2054451662,172643.0,168270.95,M129371198,2022-02-08,TRF-iUtSwaEaSBvk,ID,C-f471ad9b-0d24-498f-9e6f-d72af4ceb894
PAYMENT,748.42,C369805307,2290.57,1542.14,M1701436909,2018-11-23,TRF-PrMyVJRbBaeo,MY,C-92cfbee4-8e6c-4aee-a47d-5dede150bae2
PAYMENT,1296.58,C1265012928,1542.14,245.56,M1896708863,2021-05-07,TRF-bJyvGYFePcBJ,ID,C-ad9377de-e264-45de-8011-cb2537bd4da1
PAYMENT,2545.15,C1624817884,31914.0,29368.85,M106113013,2022-07-30,TRF-SQrmPPRkiEZo,SG,C-d376ad4d-f214-4ddc-9395-81970d964d1c
PAYMENT,2527.41,C1672598778,107450.0,104922.59,M807239968,2018-11-16,TRF-DDSNDigzyAqJ,ID,C-4def1100-a87b-42dd-bb0f-acb43f013374
PAYMENT,8361.63,C312168418,1033187.17,1024825.54,M1917161212,2021-10-23,TRF-XHEUdpyjKWjx,SG,C-b053b89c-b93b-4545-ad41-9117c36d72e4
CASH_OUT,216007.53,C1591161296,1024825.54,808818.01,C401424608,2021-02-11,TRF-etNQgZRTlqfe,SG,C-3d06ba39-482d-4b89-a90e-f9f9fe3f01c5
PAYMENT,2092.06,C1930837320,53336.0,51243.94,M882706486,2015-05-31,TRF-zyzgVHvWEQlB,ID,C-61e9a276-8165-4e1e-a6e3-111536aefaaa
PAYMENT,3920.09,C696165690,21900.0,17979.91,M1041451158,2015-11-07,TRF-YhTMgqxDpxtF,ID,C-b95c58c6-3a44-49d9-a4c5-89cd07092de0
PAYMENT,2224.06,C407493402,18813.16,16589.1,M775574071,2016-05-03,TRF-QTEMPKGdAeQS,MY,C-db4ea660-ae9d-44a5-9c25-56b6e1c28431
PAYMENT,5284.22,C1959451969,16589.1,11304.88,M1791589252,2022-12-22,TRF-SyNdvrTyeoNs,SG,C-2bffbbbb-9465-4df0-b350-9c5c626cafbc
PAYMENT,1632.21,C1088491512,11304.88,9672.67,M901815188,2019-08-15,TRF-VhvxigDiWiyQ,SG,C-7abfd4dc-93ab-4102-a183-7f5e54a3ebc5
PAYMENT,5965.13,C1123236701,232.0,0.0,M205496410,2016-01-08,TRF-UBgXxYQJRurW,SG,C-7f7b3d34-3b0f-4bd6-b7a3-d9f385e37430
TRANSFER,56565.27,C504336483,208023.0,151457.73,C1286084959,2020-09-14,TRF-AlowkVwaTAWd,SG,C-67d22228-9649-41e5-83af-02b3e6724ac4
DEBIT,5130.16,C821405322,542.0,0.0,C932583850,2017-08-11,TRF-VlFMBZEOuUND,MY,C-c2388bb6-d2a0-4243-b5af-5e8c48d252e6
PAYMENT,10364.62,C1632497828,20818.0,10453.38,M1225114731,2015-11-02,TRF-UjnHqfSlawfP,ID,C-ad6a1f55-4480-4566-86be-3f34533a58aa
PAYMENT,577.01,C176955204,49524.0,48946.99,M288797801,2018-05-30,TRF-xmFvnRrHqgng,SG,C-8a89af1f-8ad0-4520-9875-00cfc13ad1d9
DEBIT,9420.9,C980364771,9371.0,0.0,C2083117811,2015-01-25,TRF-nLbfHSgRCPmo,MY,C-8615e1cc-2812-4977-ae2a-a4c31a28ae83
PAYMENT,3735.16,C632475595,672.0,0.0,M1715686600,2015-03-22,TRF-DkoVmINXoage,ID,C-0b2f1af1-4d22-4da3-8981-4f6ee393cb08
PAYMENT,982.67,C1288108586,11340.0,10357.33,M1765690649,2022-03-12,TRF-XVLTtuHtUrTs,MY,C-f7d48aa5-f034-4a5f-bf2e-c965f4ccc877
PAYMENT,9469.26,C840514538,23845.0,14375.74,M1412564235,2021-07-15,TRF-YqTFeFrezvtQ,MY,C-baa31be8-0ea9-4f45-96e6-bf75914d2dd6
CASH_OUT,32282.57,C1888924788,14375.74,0.0,C1049817027,2018-06-20,TRF-QGLpzQcdHvOt,ID,C-514faac0-868a-42a1-a7d3-1f52f2f0c478
PAYMENT,2673.65,C65080774,23264.0,20590.35,M1833335943,2015-09-29,TRF-MZwKhZCujkoY,MY,C-2784a85e-a8ea-4115-941b-1206e82c202b
PAYMENT,12911.82,C1957078537,51485.0,38573.18,M1472036907,2016-07-05,TRF-yVTXvcwHrwZB,SG,C-ce886bdc-bc88-46ae-8793-88161979d5da
PAYMENT,9334.02,C1108517064,23013.0,13678.98,M46627301,2021-01-20,TRF-PdubIgUeVanX,ID,C-fcb71b28-f597-460f-890e-2319284d9b2d
PAYMENT,3783.07,C957923719,20827.0,17043.93,M1367594377,2019-02-12,TRF-nqtDcRXxfQGT,SG,C-112d22d5-cf15-4e2c-98fc-7ff0e166f63d
PAYMENT,7102.49,C1250582716,28010.0,20907.51,M1747721875,2015-04-25,TRF-dUBxnuimVFrj,ID,C-4e5a390c-c42e-426b-a2a3-e6d7a5044ef4
PAYMENT,4804.74,C955611965,1110984.13,1106179.39,M1759915172,2017-01-12,TRF-kcPiiEAxgugc,ID,C-c42a8d93-f07a-40b1-81f6-b8274688983f
CASH_OUT,291713.22,C1459016715,1106179.39,814466.17,C1789550256,2018-09-27,TRF-NVCzhGJsOKzt,SG,C-0eacc4fd-d0b6-44ff-83d3-8bae8b2eb4ce
PAYMENT,2358.9,C1358857082,5421.0,3062.1,M1220524164,2021-01-30,TRF-fUflzPDpeeMa,ID,C-732cd539-0e96-4b42-8b3a-8e5c1330fd52
PAYMENT,461.65,C1718906711,60738.0,60276.35,M118881143,2016-04-30,TRF-dJHSIUDcIeYa,SG,C-6a7f249c-af30-4c4c-82d3-e0a58de9e735
PAYMENT,4457.72,C1238616099,81752.0,77294.28,M777190206,2020-09-11,TRF-OxBZvuecELXy,SG,C-c6aafb1b-ba4d-43f8-ad1c-bf5a0c1a097b
PAYMENT,633.75,C216376974,236799.99,236166.23,M1050149826,2022-10-05,TRF-mfgaJjOWUEfq,ID,C-af4cd93f-85d0-453c-97cf-815d0949d5c3
PAYMENT,7891.16,C746280996,236166.23,228275.07,M2090289474,2022-10-14,TRF-NGvNPculjetE,ID,C-ee4e5f50-3732-42d9-b4f5-04c49a30ba85
PAYMENT,1522.55,C1423768154,1013.0,0.0,M1620187937,2016-12-25,TRF-rEQvmLARJJAz,ID,C-944f39d0-629b-4830-9800-f72101076b3f
PAYMENT,3660.66,C816944408,51657.0,47996.34,M1296654536,2015-05-15,TRF-TWJVCohZATmb,MY,C-2f0700dc-8c05-4a4e-83b8-2bf65e0e9347
CASH_OUT,44670.27,C725832346,47996.34,3326.07,C1330400026,2019-10-06,TRF-GagyLCvBMfRg,ID,C-47c813b2-9660-42b0-92b2-fcae104175bd
CASH_IN,64945.57,C369805307,20170.0,85115.57,C401424608,2021-09-04,TRF-pCWBtRVgmkQj,SG,C-9a9b872e-6df8-4b28-9652-6f2e9b84ed64
PAYMENT,4461.08,C2021053848,9016.0,4554.92,M1838250251,2020-01-16,TRF-lLQBgLZazKoL,ID,C-8b47cfba-c615-438a-ad46-d6a04f8aa4f1
PAYMENT,3223.87,C369805307,14697.0,11473.13,M1204178174,2015-07-15,TRF-HntxxdCshXPn,MY,C-6d4e8ea8-4bac-486f-b4f1-46706edaa58f
PAYMENT,3224.21,C1047934137,0.0,0.0,M173440626,2021-02-06,TRF-hJlwPbzDYAaP,MY,C-97889b55-8cfc-4029-9a15-f881fc24c6e5
TRANSFER,79386.85,C703555670,0.0,0.0,C997608398,2020-07-19,TRF-reVikdMXjzOX,MY,C-0cb5d543-4a54-4385-8d6d-b245942344f8
PAYMENT,7415.77,C961859592,106582.0,99166.23,M1260127127,2019-12-22,TRF-GIlqofdFfiJA,MY,C-e3dcda05-3da7-4364-b9e7-c3212124e449
PAYMENT,6.42,C925803196,18462.78,18456.36,M884604029,2017-06-10,TRF-SxxuoyktQTZa,SG,C-26add804-1303-4ae7-934f-153148c3f9e3
PAYMENT,1559.66,C1060519157,18456.36,16896.7,M215614514,2016-11-20,TRF-oEffwylRzTuo,ID,C-9871fcb9-20d5-4381-ae7b-e9f975d3fe98
PAYMENT,2548.85,C1434066477,22186.0,19637.15,M117460541,2018-07-29,TRF-qBKSUKTZoDiJ,SG,C-944f39d0-629b-4830-9800-f72101076b3f
PAYMENT,271.32,C1043358826,22253.75,21982.42,M1906549136,2022-03-08,TRF-QkQFaWdFceEK,MY,C-118e0676-ae75-4ac7-9274-baabc6312a68
PAYMENT,1454.92,C1988939205,21982.42,20527.5,M8136897,2015-04-29,TRF-TyPxjIevewPb,SG,C-ecb481a8-e219-4aa8-876c-c76a41094fc3
PAYMENT,2666.96,C1592840862,20527.5,17860.54,M1743553655,2017-11-16,TRF-iMqOYshLILQy,ID,C-19d06fd5-1390-4ee8-bacb-00f26d04a40e
DEBIT,3180.02,C926859124,144141.0,140960.98,C601893033,2022-08-04,TRF-yLBzTzKkQDev,MY,C-4e39c06d-45f0-4a12-b0c4-dc7c508769db
PAYMENT,2550.35,C690822257,2194.0,0.0,M922992444,2021-03-16,TRF-xIJMCIcsPnMZ,MY,C-7a56157d-70bc-4447-8bd6-6b7ac655e941
PAYMENT,842.33,C872522004,5382.0,4539.67,M1530870688,2015-04-28,TRF-zAnCkKjrFLDn,MY,C-a75b75ff-cc3f-486d-8551-acb7e223cee5
PAYMENT,16085.74,C1215951090,13539.0,0.0,M663716901,2020-10-17,TRF-yhGigSqdcoSk,MY,C-2bffbbbb-9465-4df0-b350-9c5c626cafbc
PAYMENT,4223.24,C1795225096,9448.0,5224.76,M1260043537,2022-05-22,TRF-oMvmnpjOkeMb,SG,C-d9bd51ef-67fd-486f-9215-5f9e4425d1b2
PAYMENT,1993.24,C603658030,1782877.6,1780884.37,M1682157864,2021-12-06,TRF-xtclwToAYWNR,ID,C-064e996c-e912-4fb0-919b-7502be7630a7
CASH_OUT,457552.45,C732597634,1780884.37,1323331.91,C1740000325,2019-03-31,TRF-LsarrXtsfdIE,SG,C-a1a8f6e3-c8b6-4a73-b98a-795ee5e595d8
PAYMENT,4894.96,C1408533352,7621.0,2726.04,M1243350866,2015-06-29,TRF-ZMDnGwZIXtih,ID,C-a4def2e6-25a3-4160-8c40-952fb451bc9d
PAYMENT,7331.22,C1269773610,710.0,0.0,M456314134,2016-02-10,TRF-PPzxshPjxGZE,ID,C-07dd4679-db4a-42f5-ae0f-9b0bf59a6baa
PAYMENT,7286.11,C96039159,1049.0,0.0,M1641027464,2018-10-06,TRF-knLtcdtzHLGS,ID,C-9bfa52f7-5f14-4624-952d-b61c10667761
PAYMENT,6258.29,C2080643905,0.0,0.0,M642538759,2019-11-15,TRF-EBGxYYJAdQLa,ID,C-4cf7de21-0e76-4da3-a15c-b9d992e4fc26
PAYMENT,16859.52,C1800649922,0.0,0.0,M1774897456,2020-03-08,TRF-QnrtEVoWEAGU,SG,C-422e52e5-0069-48bf-9171-8c3822f1ab90
PAYMENT,4416.9,C54960993,0.0,0.0,M1564078808,2019-09-10,TRF-NboYBaxwbgAw,MY,C-1bb3dae7-7e0c-4422-8a9b-5a5689a6d8bb
PAYMENT,4139.95,C460741164,0.0,0.0,M1441410416,2015-05-14,TRF-zqwBYJRwJzgf,MY,C-ec6471a9-ead2-4ca1-95a1-211ecd394bbe
PAYMENT,25642.6,C1488946768,0.0,0.0,M391827378,2018-09-18,TRF-UVZEIabfnecA,MY,C-42791102-5056-40a1-b6c6-5538ca9e26db
PAYMENT,6394.36,C671596011,0.0,0.0,M1317441269,2022-08-16,TRF-tclqhIztqwRq,SG,C-6d2681d8-1e63-454b-a921-934bf2a595c7
PAYMENT,53.35,C2083217543,0.0,0.0,M816804727,2018-05-16,TRF-BjvBCnmQcqPB,ID,C-e325d42b-b985-4378-95cb-4ee51bf7ab75
PAYMENT,1902.1,C1099552523,0.0,0.0,M497786326,2017-12-02,TRF-knDEtmeTuHDy,ID,C-cca0f6bf-1e11-4bc2-81da-197e7dec90cd
PAYMENT,5568.56,C1373949107,0.0,0.0,M1862900975,2018-02-22,TRF-mUvPTLuxGPDx,ID,C-c79a548b-20f3-41a4-8ed0-bbabf35dcb32
PAYMENT,406.11,C888611662,0.0,0.0,M1275011461,2021-09-21,TRF-CYecezyJDUdQ,ID,C-81849ee9-03ad-415e-8a89-eb466956ba06
PAYMENT,15028.75,C177104018,0.0,0.0,M2146303527,2020-02-19,TRF-EkupRyFXHfMN,ID,C-48711b36-65b6-4234-9ccf-754de01326ff
PAYMENT,32101.86,C1829460911,0.0,0.0,M491152599,2020-04-16,TRF-HZJiQIDzgqvO,ID,C-998ae8c9-a2cf-4075-bfca-e03764cc5c07
PAYMENT,6473.96,C1493042329,0.0,0.0,M1456265041,2016-02-18,TRF-nvlZsPmekkmK,ID,C-88d882eb-40be-4360-b917-66dae4edbfe7
PAYMENT,7577.43,C1800967368,0.0,0.0,M1808527451,2022-01-04,TRF-OCrtLJboqTqG,ID,C-d578545b-a9b3-42aa-9372-b0fe3ef0d048
PAYMENT,20135.64,C567852222,0.0,0.0,M488669101,2022-09-09,TRF-WNzScZxGmTNE,MY,C-565c8d59-ec17-42d7-9eee-b2d8baf431f3
PAYMENT,18832.61,C1101598632,0.0,0.0,M1183905155,2021-11-15,TRF-uXjesBUcuyUI,MY,C-cf51d354-9e3b-4dfd-92db-161c60642071
PAYMENT,11468.9,C1003206025,124592.12,113123.22,M1202907617,2015-10-12,TRF-lYUutABttLWg,MY,C-d3e7a03e-4eef-4f60-b3c2-dd7ab35ef6e8
TRANSFER,138647.54,C1957078537,113123.22,0.0,C1286084959,2022-06-02,TRF-xUnowPvMGopD,ID,C-71c8e52a-924e-420b-8ec9-bc13afefce77
DEBIT,3870.28,C203149502,317403.38,313533.1,C24119573,2021-11-25,TRF-AjpAdIORaRow,MY,C-f365b68c-7d36-4ebe-a8ce-6670c7a9b887
PAYMENT,4627.42,C685934,313533.1,308905.68,M413550077,2021-07-11,TRF-AorcomnHqNVW,ID,C-4f513167-ad8f-453f-b63b-7389330905ca
PAYMENT,2517.79,C873309260,57533.18,55015.39,M933646237,2020-11-08,TRF-IVUIzYEYAbVa,SG,C-cbc3a4ff-738a-4ae0-a9c5-fec2670ec4be
CASH_OUT,100939.43,C1131592118,55015.39,0.0,C1529115495,2017-12-03,TRF-UclHeIVkWVqj,SG,C-cf1ce5ec-7d54-4289-9a7a-4088e47d8ac8
DEBIT,3455.98,C2051598050,301.0,0.0,C1068824137,2015-03-31,TRF-fVLLGNcOmXYg,SG,C-845745b1-3882-48d0-9e31-c43b2ab1ff27
PAYMENT,1068.45,C1233505227,11411.0,10342.55,M1831705084,2020-05-21,TRF-huHtXwcLThNp,ID,C-872650cc-f661-48bd-ab70-5754803262c8
DEBIT,454.51,C998242313,30818.0,30363.49,C13226198,2021-10-28,TRF-lxRUkdYrLcsB,MY,C-a214bd42-5157-44f1-ac81-163d8ccc1c53
TRANSFER,302665.03,C1574615832,40130.0,0.0,C1577213552,2015-07-25,TRF-bilbjMcWXqzD,ID,C-4b732116-53c3-4dc9-8dac-7d1c3a61b1a1
PAYMENT,885.95,C647149086,588.0,0.0,M538618049,2015-11-06,TRF-aHgTjwnTHgPA,SG,C-4ecebed6-0a83-474a-9725-0b02b86e6461
PAYMENT,4137.89,C873175411,30966.0,26828.11,M1386440976,2018-12-24,TRF-PlcIhGPZoxCA,SG,C-556bb798-f197-4656-8c10-baad02d67b19
PAYMENT,5504.59,C1256405521,1753763.89,1748259.3,M1327539680,2022-02-04,TRF-KSZvylpAggvr,MY,C-ad1d7d59-221e-4756-9aef-6f71112cd942
PAYMENT,3780.15,C1724814719,1748259.3,1744479.15,M494414526,2020-04-29,TRF-yPESrmBvyhbm,SG,C-01e4f34f-61d9-453e-8210-31c675f19f22
PAYMENT,3504.75,C1058822905,207.0,0.0,M665988980,2017-05-22,TRF-VzUepdMIAJid,SG,C-946fc0ed-3a9e-40e3-a35f-f660e85e1336
PAYMENT,2716.67,C280615803,11831.07,9114.4,M2122991287,2022-06-22,TRF-PtHmMKAjLQgO,SG,C-442c5236-8bff-4352-bb0c-920745ee5eff
PAYMENT,4219.94,C816944408,9114.4,4894.45,M420993295,2019-09-04,TRF-SmgtkClgpAPC,MY,C-8908f636-e585-47f8-bf57-3b841dccfed7
PAYMENT,5831.05,C1470868839,333749.58,327918.53,M1252820474,2023-01-19,TRF-aVSXwEyHHUdK,SG,C-a11ab5bd-e45b-4325-ae01-7dc902419479
PAYMENT,9855.36,C1912850431,327918.53,318063.17,M101162229,2016-01-26,TRF-MZMQoHTBHeHa,SG,C-f65ebf52-993c-42c3-8f4f-d1b75610434b
PAYMENT,10726.49,C1700721442,318063.17,307336.68,M818859466,2020-10-29,TRF-aUlWtmBieXNJ,ID,C-7db031db-0cff-429e-801a-403538031436
PAYMENT,1833.22,C882471736,57589.0,55755.78,M1418102907,2015-09-11,TRF-pXMSbMZYIwmK,ID,C-25142cc4-bf14-455b-bdcb-3acb99ef2b57
TRANSFER,34115.82,C144699438,32043.0,0.0,C2089016471,2019-04-01,TRF-UjAEJBqiXPrS,ID,C-90337771-5ccf-42d2-8b08-aafbb35dc868
PAYMENT,2210.66,C1888924788,32902.0,30691.34,M412835761,2017-06-25,TRF-TodAxNzofFkj,MY,C-add575ab-9bba-4fbc-8b93-4cfa455affbe
TRANSFER,22190.99,C402808045,52231.01,30040.03,C1170794006,2021-08-02,TRF-gmDonqExoppW,ID,C-4328165c-83a0-4c2a-b4fa-3a591627d073
CASH_IN,168451.53,C837073696,30040.03,198491.56,C1831477404,2020-09-07,TRF-NEAjENDdNWIi,SG,C-8c08e57d-1bb3-4264-aa35-f9e7ee1b7d6f
